Film_title;Release_year;Director;Genres;Original_language;Average_rating;Runtime
Detroit 9000;nan;Arthur Marks;['Action', 'Crime', 'Drama'];English;3.28;106
A Fugitive from the Past;nan;Tomu Uchida;['Mystery', 'Drama', 'Crime'];Japanese;4.08;183
Burn;nan;Tom Putnam, Brenna Sanchez;['Documentary'];English;3.53;86
Ranam;nan;Nirmal Sahadev;['Action'];Malayalam;3.21;142
Exit the Dragon, Enter the Tiger;nan;Lee Tso-Nam;['Action'];Chinese;3.08;79
Escobar: Paradise Lost;nan;Andrea Di Stefano;['Romance', 'Thriller'];English;2.99;120
The Olsen Gang Long Gone;nan;Erik Balling;['Family', 'Crime', 'Comedy'];Danish;3.41;100
Bitter Moon;nan;Roman Polanski;['Thriller', 'Romance', 'Drama'];English;3.71;139
Game of Thrones: The Last Watch;nan;Jeanie Finlay;['Documentary'];English;3.66;115
Boeing, Boeing;nan;John Rich;['Comedy'];English;3.24;102
Voices of Iraq;nan;Martin Kunert;['War', 'Documentary'];English;nan;80
Felix in Hollywood;nan;Otto Messmer;['Animation'];No spoken language;3.31;9
Godspell;nan;David Greene;['Comedy', 'Music', 'Family'];English;3.3;103
Fletch;nan;Michael Ritchie;['Mystery', 'Crime', 'Comedy'];English;3.35;98
Quick Change;nan;Bill Murray, Howard Franklin;['Crime', 'Comedy'];English;3.43;89
Miss Representation;nan;Jennifer Siebel Newsom;['Documentary'];English;3.47;85
The Accidental Tourist;nan;Lawrence Kasdan;['Comedy', 'Drama', 'Romance'];English;3.3;121
Venom;nan;Ruben Fleischer;['Science Fiction', 'Action'];English;2.9;112
Wild Rose;nan;Tom Harper;['Comedy', 'Drama', 'Music'];English;3.6;101
Gotti;nan;Kevin Connolly;['Drama', 'History', 'Crime', 'Thriller'];English;1.79;110
Cannibal Terror;nan;Alain Deruelle;['Horror'];French;2.17;93
Eyeball;nan;Umberto Lenzi;['Mystery', 'Thriller', 'Horror'];Italian;3.12;91
Night of the Howling Beast;nan;Miguel Iglesias;['Fantasy', 'Adventure', 'Horror'];Spanish;2.95;87
Crimson, the Color of Blood;nan;Juan Fortuny;['Drama', 'Horror'];Spanish;2.8;87
The Man with the Iron Heart;nan;Cédric Jimenez;['Thriller', 'War', 'Action', 'History'];English;3.14;120
The Trap;nan;Sidney Hayers;['Romance', 'Western', 'Adventure', 'Drama'];English;3.39;106
Anna and the Apocalypse;nan;John McPhail;['Comedy', 'Horror', 'Fantasy'];English;3.09;98
Where Do We Go from Here?;nan;John McPhail;['Comedy', 'Drama'];English;nan;82
Big Little Lies;nan;Jean-Marc Vallée;['Drama'];English;4.33;702
Valhalla;nan;Fenar Ahmad;['Adventure', 'Fantasy'];Danish;2.61;105
Exit Plan;nan;Jonas Alexander Arnby;['Mystery', 'Drama', 'Thriller'];Danish;2.76;90
Ad Astra;nan;James Gray;['Drama', 'Science Fiction'];English;3.36;123
Ready or Not;nan;Matt Bettinelli-Olpin, Tyler Gillett;['Comedy', 'Horror'];English;3.52;95
Men in Black: International;nan;F. Gary Gray;['Science Fiction', 'Comedy', 'Action'];English;2.19;115
Toy Story 4;nan;Josh Cooley;['Adventure', 'Comedy', 'Fantasy', 'Animation', 'Family'];English;3.37;100
Rocketman;nan;Dexter Fletcher;['Music', 'Drama'];English;3.69;121
Hellboy;nan;Neil Marshall;['Action', 'Fantasy', 'Adventure', 'Horror'];English;2.05;120
Memory: The Origins of Alien;nan;Alexandre O. Philippe;['Documentary'];English;3.4;95
Midsommar;nan;Ari Aster;['Mystery', 'Drama', 'Horror'];English;3.77;147
The King;nan;David Michôd;['War', 'History', 'Drama'];English;3.41;140
Hustlers;nan;Lorene Scafaria;['Comedy', 'Crime', 'Drama'];English;3.29;110
The Irishman;nan;Martin Scorsese;['History', 'Drama', 'Crime'];English;3.91;209
Where'd You Go, Bernadette;nan;Richard Linklater;['Drama', 'Comedy'];English;3.09;109
Between Two Ferns: The Movie;nan;Scott Aukerman;['Comedy'];English;2.89;82
Winter's Blood;nan;Parker Brennon;['Horror'];English;3.19;4
Doctor Sleep;nan;Mike Flanagan;['Horror', 'Fantasy', 'Thriller'];English;3.36;152
The Kitchen;nan;Andrea Berloff;['Action', 'Drama', 'Crime'];English;2.54;103
Missing Link;nan;Chris Butler;['Animation', 'Comedy', 'Adventure', 'Family'];English;3.25;95
The Intruder;nan;Deon Taylor;['Thriller'];English;2.45;102
After Midnight;nan;Christian Stella, Jeremy Gardner;['Drama', 'Romance', 'Horror'];English;3.01;83
My Little Pony: The Movie;nan;Jayson Thiessen;['Fantasy', 'Family', 'Adventure', 'Animation'];English;3.18;99
White of the Eye;nan;Donald Cammell;['Horror', 'Thriller'];English;3.36;111
Up the Down Staircase;nan;Robert Mulligan;['Drama'];English;3.53;124
Tie Xi Qu: West of the Tracks;nan;Wang Bing;['Documentary'];Chinese;4.38;551
You, Me and Dupree;nan;Anthony Russo, Joe Russo;['Comedy', 'Romance'];English;2.44;108
The Hustle;nan;Chris Addison;['Comedy', 'Crime'];English;2.52;94
Black and Blue;nan;Deon Taylor;['Action', 'Crime', 'Drama', 'Thriller'];English;2.85;109
Jojo Rabbit;nan;Taika Waititi;['War', 'Drama', 'Comedy'];English;4.03;108
The Specials;nan;Éric Toledano, Olivier Nakache;['Comedy', 'Drama'];French;3.81;114
Harriet;nan;Kasi Lemmons;['History', 'Drama'];English;3.32;125
Ford v Ferrari;nan;James Mangold;['Drama', 'Action', 'History'];English;3.99;153
Melvin and Howard;nan;Jonathan Demme;['Comedy', 'Drama'];English;3.66;95
Passenger 57;nan;Kevin Hooks;['Adventure', 'Action', 'Thriller'];English;2.92;84
Joker;nan;Todd Phillips;['Crime', 'Drama', 'Thriller'];English;3.84;122
WHAT DID JACK DO?;nan;David Lynch;['Crime', 'Comedy', 'Mystery'];English;3.34;17
Parasite;nan;Bong Joon Ho;['Comedy', 'Thriller', 'Drama'];Korean;4.55;133
1917;nan;Sam Mendes;['History', 'Thriller', 'Drama', 'War'];English;4.11;119
The Bye Bye Man;nan;Stacy Title;['Thriller', 'Horror'];English;1.55;96
Dracula;nan;Jonny Campbell, Damon Thomas;['Drama'];English;3.2;264
Document of the Dead;nan;Roy Frumkes;['Horror', 'Documentary'];English;3.5;66
The Lighthouse;nan;Robert Eggers;['Horror', 'Drama', 'Thriller', 'Fantasy'];English;4.02;109
Knives Out;nan;Rian Johnson;['Mystery', 'Comedy', 'Crime'];English;3.97;131
Uncut Gems;nan;Benny Safdie, Josh Safdie;['Thriller', 'Drama', 'Crime'];English;3.95;136
Once Upon a Time... in Hollywood;nan;Quentin Tarantino;['Drama', 'Thriller', 'Comedy'];English;3.76;162
The Two Popes;nan;Fernando Meirelles;['History', 'Drama'];English;3.65;125
Bombshell;nan;Jay Roach;['Drama'];English;3.12;109
The Farewell;nan;Lulu Wang;['Comedy', 'Drama'];English;4.06;100
Weathering with You;nan;Makoto Shinkai;['Fantasy', 'Animation', 'Romance', 'Drama'];Japanese;3.67;112
Portrait of a Lady on Fire;nan;Céline Sciamma;['History', 'Drama', 'Romance'];French;4.43;121
Star Wars: The Rise of Skywalker;nan;J.J. Abrams;['Adventure', 'Action', 'Science Fiction'];English;2.34;142
I Bought a Vampire Motorcycle;nan;Dirk Campbell;['Horror', 'Comedy'];English;2.89;101
Marriage Story;nan;Noah Baumbach;['Drama'];English;4.0;137
Yardie;nan;Idris Elba;['Crime', 'Drama'];English;3.01;101
The Corrupted;nan;Ron Scalpello;['Thriller', 'Crime'];English;2.95;103
Her Smell;nan;Alex Ross Perry;['Music', 'Drama'];English;3.5;136
Crawl;nan;Alexandre Aja;['Thriller', 'Horror'];English;2.87;87
Dan in Real Life;nan;Peter Hedges;['Comedy', 'Drama', 'Romance'];English;3.29;98
Gamera: Guardian of the Universe;nan;Shusuke Kaneko;['Science Fiction', 'Action', 'Fantasy', 'Horror'];Japanese;3.58;96
Gamera 2: Attack of Legion;nan;Shusuke Kaneko;['Horror', 'Science Fiction', 'Fantasy'];Japanese;3.7;99
Gamera 3: Revenge of Iris;nan;Shusuke Kaneko;['Fantasy', 'Science Fiction', 'Horror'];Japanese;3.81;108
Gamera vs. Barugon;nan;Shigeo Tanaka;['Science Fiction', 'Action', 'Fantasy'];Japanese;3.01;106
Gamera vs. Viras;nan;Noriaki Yuasa;['Action', 'Family', 'Science Fiction', 'Adventure'];Japanese;2.56;81
Gamera vs. Gyaos;nan;Noriaki Yuasa;['Action', 'Science Fiction', 'Adventure', 'Horror'];Japanese;3.06;86
Scare Package;nan;Aaron B. Koontz, Chris McInroy;['Horror', 'Comedy'];English;2.72;106
Luce;nan;Julius Onah;['Drama', 'Thriller'];English;3.43;109
Atlantics;nan;Mati Diop;['Fantasy', 'Romance', 'Drama'];French;3.68;106
The Annihilators;nan;Charles E. Sellier Jr.;['Drama', 'Action', 'Crime'];English;2.96;84
CQ;nan;Roman Coppola;['Comedy', 'Drama'];English;3.23;88
The Spirit of '76;nan;Lucas Reiner;['Science Fiction', 'Comedy'];English;3.26;82
The Darjeeling Limited;nan;Wes Anderson;['Comedy', 'Adventure', 'Drama'];English;3.84;92
The French Dispatch;nan;Wes Anderson;['Drama', 'Comedy'];English;3.67;108
Operation Crossbow;nan;Michael Anderson;['Drama', 'War', 'Thriller'];English;3.21;115
How the West Was Won;nan;John Ford, George Marshall;['Western'];English;3.46;164
Dragon Quest: Your Story;nan;Ryuichi Yagi, Takashi Yamazaki;['Action', 'Comedy', 'Family', 'Fantasy', 'Adventure', 'Animation'];Japanese;3.19;102
Verotika;nan;Glenn Danzig;['Horror'];English;1.43;90
Silent Madness;nan;Simon Nuchtern;['Horror'];English;2.75;93
Savage Dawn;nan;Simon Nuchtern;['Thriller', 'Action'];English;2.86;102
Night Killer;nan;Bruno Mattei, Claudio Fragasso;['Thriller', 'Horror'];English;2.63;93
Night of the Zombies;nan;Bruno Mattei;['Horror', 'Science Fiction'];Italian;2.65;101
After Death;nan;Claudio Fragasso;['Horror', 'Action'];Italian;2.44;84
Beyond Darkness;nan;Claudio Fragasso;['Thriller', 'Horror'];English;2.48;93
Us;nan;Jordan Peele;['Horror', 'Thriller', 'Mystery'];English;3.66;116
Guns Akimbo;nan;Jason Lei Howden;['Comedy', 'Crime', 'Thriller', 'Action'];English;2.77;98
Permissive;nan;Lindsay Shonteff;['Drama'];English;3.16;90
Devil Doll;nan;Lindsay Shonteff;['Mystery', 'Horror'];English;2.65;81
The Million Eyes of Sumuru;nan;Lindsay Shonteff;['Crime', 'Action', 'Adventure'];English;2.42;80
Big Zapper;nan;Lindsay Shonteff;['Action', 'Comedy'];English;nan;92
Stargirl;nan;Julia Hart;['Romance', 'Drama', 'Family', 'Comedy'];English;2.55;107
Hello, Dolly!;nan;Gene Kelly;['Romance', 'Music', 'Comedy'];English;3.75;148
Wash;nan;Kristofer Kiggs Carlsson;['Horror'];Swedish;nan;7
Your Hands;nan;Georgia King;['Drama', 'Comedy'];English;nan;12
Skin;nan;Guy Nattiv;['History', 'Crime', 'Drama', 'Romance'];English;3.18;110
Contact;nan;Robert Zemeckis;['Science Fiction', 'Mystery', 'Drama'];English;3.81;150
Cancel;nan;Sebastian Johansson Micci;['Comedy', 'Drama'];Swedish;nan;9
The Trip to Italy;nan;Michael Winterbottom;['Comedy', 'Drama'];English;3.58;108
Toilet;nan;Naoko Ogigami;['Comedy', 'Drama'];English;3.37;109
Paper Boy;nan;V. JayaShankarr;['Romance'];Telugu;3.14;125
Just;nan;David Maurice Gil;nan;English;nan;12
Buy It Now;nan;Antonio Campos;['Drama', 'Documentary'];English;nan;58
Isolate;nan;Martyn Park;['Horror'];English;nan;76
Just;nan;Nate Fleming;['Action'];English;nan;28
Pray;nan;Yuichi Satoh;['Thriller', 'Horror'];Japanese;3.08;77
X&Y;nan;Anna Odell;['Drama'];Swedish;3.26;112
The Reunion;nan;Anna Odell;['Drama'];Swedish;3.5;88
The Houses October Built;nan;Bobby Roe, Jeff Larson;['Horror', 'Documentary'];English;2.7;94
The Houses October Built;nan;Bobby Roe;['Thriller', 'Horror'];English;2.52;91
The Houses October Built 2;nan;Bobby Roe;['Horror'];English;2.17;99
Tommy;nan;Ken Russell;['Music', 'Drama'];English;3.53;111
The Lair of the White Worm;nan;Ken Russell;['Comedy', 'Horror'];English;3.44;93
Crimes of Passion;nan;Ken Russell;['Thriller', 'Crime', 'Drama'];English;3.55;107
Women in Love;nan;Ken Russell;['Romance', 'Drama'];English;3.75;131
Gothic;nan;Ken Russell;['Horror'];English;3.25;88
The Boy Friend;nan;Ken Russell;['Romance', 'Music', 'Comedy'];English;3.81;137
Lisztomania;nan;Ken Russell;['Fantasy', 'Music', 'Comedy'];English;3.42;103
Salome's Last Dance;nan;Ken Russell;['Drama'];English;3.54;89
Savage Messiah;nan;Ken Russell;['Drama'];English;3.58;103
Whore;nan;Ken Russell;['Drama', 'Comedy'];English;3.0;85
Mahler;nan;Ken Russell;['Drama', 'Music'];English;3.68;115
Valentino;nan;Ken Russell;['History', 'Drama'];English;3.33;128
Trapped Ashes;nan;Sean S. Cunningham, Ken Russell;['Horror'];English;2.75;105
The Rainbow;nan;Ken Russell;['Drama', 'Romance'];English;3.3;113
Dante's Inferno;nan;Ken Russell;['History', 'Drama', 'TV Movie'];English;3.58;87
The Debussy Film;nan;Ken Russell;['TV Movie', 'Drama'];English;3.6;82
Lady Chatterley;nan;Ken Russell;['Drama'];English;3.33;200
The Fall of the Louse of Usher;nan;Ken Russell;['Horror', 'Comedy', 'Fantasy'];English;3.05;83
A Kitten for Hitler;nan;Ken Russell;['Comedy'];English;3.06;8
Prisoner of Honor;nan;Ken Russell;['TV Movie', 'Drama', 'History'];English;nan;88
Alice in Russialand;nan;Ken Russell;['TV Movie', 'Fantasy', 'Documentary', 'History'];English;nan;60
The Raven;nan;Charles Brabin;['Horror', 'Fantasy', 'Drama'];No spoken language;nan;80
20,000 Leagues Under the Sea;nan;Stuart Paton;['Drama', 'Science Fiction', 'Adventure', 'Action'];No spoken language;3.1;99
The Avenging Conscience;nan;D.W. Griffith;['Horror', 'Drama'];No spoken language;3.42;83
Cabiria;nan;Giovanni Pastrone;['Drama', 'History'];No spoken language;3.5;148
The Student of Prague;nan;Stellan Rye;['Drama', 'Fantasy'];No spoken language;3.36;85
The Spiders: Part 2 - The Diamond Ship;nan;Fritz Lang;['Crime', 'Adventure'];No spoken language;3.13;105
The Spiders: Part 1 - The Golden Sea;nan;Fritz Lang;['Adventure', 'Crime'];No spoken language;3.26;69
J'accuse;nan;Abel Gance;['War', 'Drama'];No spoken language;4.04;165
Tarzan of the Apes;nan;Scott Sidney;['Adventure', 'Action'];No spoken language;3.05;60
Seven Keys to Baldpate;nan;Hugh Ford;['Thriller', 'Mystery'];No spoken language;nan;65
Dr. Jekyll and Mr. Hyde;nan;J. Charles Haydon;['Horror', 'Drama', 'Science Fiction'];English;nan;60
Dr. Jekyll and Mr. Hyde;nan;John S. Robertson;['Horror', 'Drama', 'Science Fiction'];No spoken language;3.38;79
Nomads of the North;nan;David Hartford;['Drama', 'Romance', 'Thriller', 'Adventure', 'Crime'];No spoken language;nan;78
The Penalty;nan;Wallace Worsley;['Drama', 'Crime', 'Thriller'];No spoken language;3.62;90
The Golem: How He Came Into the World;nan;Carl Boese, Paul Wegener;['Horror', 'Fantasy'];No spoken language;3.68;85
Outside the Law;nan;Tod Browning;['Romance', 'Drama', 'Thriller', 'Crime'];No spoken language;3.36;76
The Phantom Carriage;nan;Victor Sjöström;['Fantasy', 'Horror', 'Drama'];No spoken language;4.09;106
The Haunted Castle;nan;F. W. Murnau;['Horror', 'Drama', 'Crime', 'Mystery'];No spoken language;3.13;81
Destiny;nan;Fritz Lang;['Drama', 'Romance', 'Fantasy'];No spoken language;3.8;98
The Last Warning;nan;Paul Leni;['Thriller', 'Horror', 'Mystery'];English;3.45;89
Spies;nan;Fritz Lang;['Thriller', 'Romance'];No spoken language;3.81;145
Woman in the Moon;nan;Fritz Lang;['Science Fiction', 'Romance', 'Drama'];No spoken language;3.71;170
The Mysterious Island;nan;Benjamin Christensen, Lucien Hubbard;['Action', 'Drama', 'Fantasy', 'Horror', 'Science Fiction', 'Adventure'];English;3.23;95
Slow Burn;nan;John Eyres;['Action'];English;nan;95
Beyond the Law;nan;Giorgio Stegani;['Western'];Italian;3.23;109
Streetwise;nan;Martin Bell;['Documentary'];English;4.36;91
Tampopo;nan;Jūzō Itami;['Comedy'];Japanese;4.31;115
All That Jazz;nan;Bob Fosse;['Music', 'Drama'];English;4.33;123
The Exterminating Angel;nan;Luis Buñuel;['Drama', 'Comedy', 'Fantasy'];Spanish;4.17;93
Monterey Pop;nan;D. A. Pennebaker;['Documentary', 'Music'];English;4.1;80
Rope;nan;Alfred Hitchcock;['Crime', 'Drama', 'Thriller'];English;4.14;81
Burden of Dreams;nan;Les Blank;['Documentary'];English;4.08;97
Gimme Shelter;nan;Albert Maysles, David Maysles;['Documentary', 'Music'];English;4.04;92
The Servant;nan;Joseph Losey;['Drama'];English;4.12;116
Threads;nan;Mick Jackson;['Drama', 'War', 'Science Fiction'];English;4.16;117
Chimes at Midnight;nan;Orson Welles;['Drama', 'War', 'History', 'Comedy'];English;3.99;115
Elevator to the Gallows;nan;Louis Malle;['Crime', 'Thriller', 'Drama'];French;4.1;91
Dial M for Murder;nan;Alfred Hitchcock;['Crime', 'Thriller'];English;4.14;105
The Big Heat;nan;Fritz Lang;['Crime', 'Thriller'];English;4.09;89
The Fabulous Baron Munchausen;nan;Karel Zeman;['Animation', 'Adventure', 'Fantasy', 'Comedy'];Czech;4.03;85
Trust;nan;Hal Hartley;['Drama', 'Comedy', 'Romance'];English;4.0;107
The War Game;nan;Peter Watkins;['War', 'TV Movie'];English;4.06;48
Blue Collar;nan;Paul Schrader;['Drama', 'Crime'];English;4.09;114
Shadow of a Doubt;nan;Alfred Hitchcock;['Mystery', 'Thriller'];English;3.96;107
The Vanishing;nan;George Sluizer;['Mystery', 'Thriller'];Dutch;4.03;106
The Passenger;nan;Michelangelo Antonioni;['Mystery', 'Thriller', 'Drama'];English;3.99;126
Nazarin;nan;Luis Buñuel;['Drama'];Spanish;3.93;95
Simon of the Desert;nan;Luis Buñuel;['Comedy', 'Drama'];Spanish;3.98;45
Ninotchka;nan;Ernst Lubitsch;['Comedy', 'Romance'];English;3.95;110
The Decline of Western Civilization;nan;Penelope Spheeris;['Documentary', 'Music'];English;3.9;100
Monsieur Verdoux;nan;Charlie Chaplin;['Crime', 'Comedy', 'Drama'];English;3.97;124
Sierra Burgess Is a Loser;nan;Ian Samuels;['Drama', 'Romance', 'Comedy'];English;1.55;105
Swiped;nan;Ann Deborah Fishman;['Romance', 'Comedy', 'Drama'];English;1.09;93
The Ridiculous 6;nan;Frank Coraci;['Action', 'Comedy', 'Adventure', 'Western'];English;1.9;119
Secret Obsession;nan;Peter Sullivan;['Thriller', 'Horror', 'Drama'];English;1.8;97
Bright;nan;David Ayer;['Fantasy', 'Thriller', 'Action'];English;2.3;117
The Cloverfield Paradox;nan;Julius Onah;['Horror', 'Thriller', 'Science Fiction'];English;2.27;102
The Open House;nan;Suzanne Coote, Matt Angel;['Thriller', 'Horror'];English;1.44;94
The Disappearance of Madeleine McCann;nan;Chris Smith;['Crime', 'Documentary'];English;3.19;435
The Kissing Booth;nan;Vince Marcello;['Romance', 'Comedy'];English;1.64;105
The Fundamentals of Caring;nan;Rob Burnett;['Comedy', 'Drama'];English;3.49;97
Cargo;nan;Yolanda Ramke, Ben Howling;['Horror', 'Thriller', 'Drama'];English;3.11;105
Apostle;nan;Gareth Evans;['Horror', 'Mystery'];English;3.09;130
The Ritual;nan;David Bruckner;['Horror', 'Mystery', 'Thriller'];English;3.18;94
Unicorn Store;nan;Brie Larson;['Drama', 'Fantasy', 'Comedy'];English;2.82;92
Outlaw King;nan;David Mackenzie;['War', 'History', 'Action'];English;3.3;122
Pokémon the Movie: Mewtwo Strikes Back - Evolution;nan;Motonori Sakakibara, Kunihiko Yuyama;['Family', 'Action', 'Fantasy', 'Adventure', 'Animation'];Japanese;2.52;98
I Am Mother;nan;Grant Sputore;['Science Fiction', 'Thriller'];English;3.07;114
6 Underground;nan;Michael Bay;['Action', 'Thriller', 'Comedy'];English;2.51;128
Calibre;nan;Matt Palmer;['Drama', 'Thriller'];English;3.33;101
Illang: The Wolf Brigade;nan;Kim Jee-woon;['Science Fiction', 'Thriller', 'Action', 'Drama'];Korean;2.85;138
Extinction;nan;Ben Young;['Science Fiction', 'Action', 'Drama', 'Thriller'];English;2.46;96
The Red Sea Diving Resort;nan;Gideon Raff;['History', 'Thriller', 'Drama'];English;2.89;130
El Camino: A Breaking Bad Movie;nan;Vince Gilligan;['Crime', 'Drama', 'Thriller'];English;3.57;123
6 Days;nan;Toa Fraser;['Drama', 'Thriller', 'History', 'Action'];English;2.95;95
Bleach;nan;Shinsuke Sato;['Adventure', 'Fantasy', 'Action'];Japanese;2.79;108
The Dirt;nan;Jeff Tremaine;['History', 'Music', 'Drama', 'Comedy'];English;3.19;108
NiNoKuni;nan;Yoshiyuki Momose;['Family', 'Action', 'Romance', 'Adventure', 'Animation', 'Fantasy'];Japanese;2.8;106
The Highwaymen;nan;John Lee Hancock;['Drama', 'Crime', 'Thriller'];English;3.17;133
The Silence;nan;John R. Leonetti;['Horror', 'Thriller', 'Drama', 'Fantasy'];English;2.15;90
IO;nan;Jonathan Helpert;['Science Fiction'];English;2.18;96
BLAME!;nan;Hiroyuki Seshita;['Drama', 'Science Fiction', 'Action', 'Animation'];Japanese;3.1;106
In the Tall Grass;nan;Vincenzo Natali;['Drama', 'Thriller', 'Horror'];English;2.41;102
Take the 10;nan;Chester Tam;['Comedy'];English;2.07;80
Special Correspondents;nan;Ricky Gervais;['Comedy'];English;2.55;100
Dolemite Is My Name;nan;Craig Brewer;['Drama', 'History', 'Comedy'];English;3.65;118
Private Life;nan;Tamara Jenkins;['Comedy', 'Drama'];English;3.78;123
